MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
356144000,2019-05-10T09:04:30,29.74039,-95.2065,0.0,181.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:07:30,29.74039,-95.20653,0.1,179.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:13:30,29.74038,-95.20642,0.1,215.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:19:30,29.74044,-95.20651,0.1,220.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:22:30,29.74043,-95.20647,0.0,226.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:25:30,29.74045,-95.2065,0.0,231.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:28:30,29.74039,-95.2065,0.1,195.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:31:30,29.74043,-95.20648,0.0,194.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:34:30,29.74042,-95.20647,0.0,207.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:40:30,29.74045,-95.2065,0.0,219.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:46:30,29.74043,-95.20653,0.1,222.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:52:30,29.74035,-95.20646,0.0,226.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:55:30,29.74038,-95.2065,0.0,260.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T09:58:30,29.74037,-95.20647,0.1,248.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:04:30,29.74037,-95.20646,0.1,239.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:07:30,29.74038,-95.20646,0.0,242.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:13:30,29.74043,-95.20649,0.0,231.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:16:30,29.7404,-95.20649,0.0,231.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:22:30,29.7404,-95.2065,0.1,261.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:28:30,29.7404,-95.20649,0.1,247.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:31:30,29.7404,-95.20649,0.1,230.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:43:30,29.74041,-95.2065,0.0,252.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:37:30,29.74038,-95.20649,0.1,287.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:46:30,29.74041,-95.20651,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:49:30,29.74042,-95.20649,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:52:30,29.74041,-95.20648,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:55:30,29.74042,-95.20652,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T10:58:30,29.74037,-95.20648,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T11:01:30,29.7404,-95.20649,0.0,257.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T11:04:30,29.74042,-95.20649,0.1,233.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
